row_id,split,daily_social_media_hours,sleep_hours,screen_time_before_sleep,physical_activity,social_interaction_level,academic_performance,usage_intensity_cluster_id,usage_intensity_cluster_name,lifestyle_health_cluster_id,lifestyle_health_cluster_name,social_behavior_cluster_id,social_behavior_cluster_name,stress_pattern_cluster_id,stress_pattern_cluster_name,combined_persona
159,train,7.5,8.0,2.0,0.7,medium,3.25,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | High Stress Users
221,train,2.8,4.8,1.7,0.6,low,2.8,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
3520,train,1.7,6.8,1.5,0.2,medium,3.17,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
3518,train,7.3,4.0,2.0,0.7,low,2.22,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2038,train,7.9,4.7,1.6,1.4,low,2.5,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2369,train,1.3,7.5,1.0,1.1,high,4.0,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2336,train,2.9,7.4,1.8,1.2,medium,3.23,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2271,train,3.4,6.5,1.3,0.3,medium,2.89,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
1736,train,2.0,7.1,2.2,0.1,high,3.8,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
484,train,2.1,4.4,2.1,1.9,low,3.43,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | High Stress Users
2876,train,5.8,5.2,1.0,0.3,high,2.38,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1395,train,7.4,5.3,1.0,1.8,medium,2.67,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2156,train,5.9,6.3,1.5,0.2,low,2.45,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
1964,train,3.8,4.8,2.8,0.5,low,3.02,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2621,train,1.6,8.3,0.7,0.2,high,4.0,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2678,train,7.1,4.3,2.7,1.5,medium,2.45,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2485,train,6.6,5.2,1.9,1.7,high,2.26,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1985,train,6.5,6.8,1.1,0.9,high,2.63,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3562,train,6.0,4.8,2.1,0.9,medium,2.23,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1905,train,3.3,7.1,0.7,0.9,medium,3.15,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2519,train,7.9,4.1,2.0,0.0,low,2.0,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
1195,train,6.8,6.6,2.0,1.0,low,2.76,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | Low Stress Users
1679,train,1.9,8.3,1.1,0.2,low,3.75,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
314,train,1.3,8.9,2.6,1.2,high,3.54,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2765,train,2.6,6.4,2.5,1.5,low,3.47,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
23,train,2.3,7.6,0.5,1.7,medium,2.96,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
3505,train,1.8,6.5,1.5,0.3,high,3.5,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
122,train,6.0,8.8,1.3,0.9,medium,4.0,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,1,High Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | High Stress Users
869,train,5.0,5.2,0.5,0.4,low,3.55,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | High Stress Users
2299,train,5.7,6.0,1.4,0.5,medium,2.6,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
486,train,3.8,4.5,1.3,0.3,medium,3.06,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3627,train,5.2,5.6,1.6,0.9,low,2.7,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2774,train,3.3,6.3,1.2,0.3,medium,3.0,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
963,train,4.3,8.4,2.1,0.2,low,2.69,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
1333,train,6.5,5.5,2.4,1.8,high,2.94,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
3493,train,6.4,4.3,2.7,2.0,low,2.48,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2233,train,4.2,5.9,2.7,1.1,high,2.95,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | Low Stress Users
2978,train,3.0,8.1,0.7,1.5,medium,3.82,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
3136,train,1.1,7.6,1.8,1.9,low,3.62,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1558,train,3.7,7.3,0.6,2.0,medium,3.28,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1938,train,6.0,6.0,2.0,0.9,medium,2.09,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2063,train,3.9,7.2,1.0,1.9,medium,3.01,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1032,train,5.9,7.0,0.8,1.6,low,2.29,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2469,train,3.3,7.2,0.7,1.3,low,3.36,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
657,train,5.7,8.9,0.7,1.3,high,2.17,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
1413,train,5.2,5.6,2.1,1.3,medium,2.22,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
2768,train,7.4,4.0,2.6,0.2,medium,2.03,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3626,train,7.9,4.3,2.1,1.7,high,2.49,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2473,train,2.4,5.8,2.8,0.2,medium,2.97,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
2946,train,6.8,4.4,2.2,0.2,high,2.22,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
327,train,7.2,4.1,1.3,1.8,medium,2.49,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
392,train,1.5,6.8,2.5,0.2,medium,2.13,0,Light / Rested Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Light / Rested Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
631,train,7.8,7.2,1.3,0.8,high,3.31,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
92,train,6.2,8.6,1.5,1.6,low,3.22,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
3414,train,1.7,6.6,2.5,0.9,low,3.45,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
2971,train,5.8,5.7,1.3,1.7,low,2.91,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
1303,train,5.7,6.3,0.7,0.2,low,2.65,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
1777,train,2.8,6.9,1.4,0.2,high,3.61,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
30,train,6.6,5.7,2.5,1.1,low,2.67,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | Low Stress Users
2099,train,3.0,7.1,1.1,1.1,medium,3.49,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2226,train,6.2,5.9,1.1,0.2,medium,2.52,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
772,train,6.3,5.7,2.3,1.9,high,2.16,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
1943,train,6.8,5.0,2.3,1.5,medium,2.31,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2646,train,3.6,6.6,1.4,1.5,medium,3.5,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1414,train,1.1,7.3,1.3,1.7,low,3.7,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
1138,train,4.0,4.1,0.9,1.9,low,2.99,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
1314,train,7.9,5.2,1.1,1.6,medium,2.07,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1830,train,1.1,7.8,1.8,1.9,medium,3.75,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1732,train,6.6,5.2,0.5,0.2,medium,2.0,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
336,train,4.4,4.3,1.9,0.9,medium,3.51,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2395,train,4.2,7.5,1.3,1.0,low,3.33,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
875,train,4.6,4.1,1.4,0.4,medium,2.28,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
108,train,2.3,8.0,2.5,1.7,medium,3.08,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
642,train,5.3,5.6,2.5,1.3,medium,2.73,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3632,train,5.0,6.4,2.2,0.8,low,2.81,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
